GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ESJ001
"G550111066800","1990","WI",,,,,,,,,,,,"99","Sauk","111","Reedsburg city","66800","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000009643","0000000000","Reedsburg city","F","+43534913","-089999022","25",2.40
"G550111066825","1990","WI",,,,,,,,,,,,"99","Sauk","111","Reedsburg town","66825","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000083496","0000000028","Reedsburg town","A","+43506250","-090017254","43",3.10
"G550111068975","1990","WI",,,,,,,,,,,,"99","Sauk","111","Rock Springs village","68975","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003485","0000000000","Rock Springs village","F","+43479879","-089917964","47",2.73
"G550111071650","1990","WI",,,,,,,,,,,,"99","Sauk","111","Sauk City village","71650","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003549","0000000279","Sauk City village","F","+43272192","-089728513","47",2.43
"G550111076025","1990","WI",,,,,,,,,,,,"99","Sauk","111","Spring Green village","76025","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003033","0000000000","Spring Green village","F","+43175635","-090067143","47",2.49
"G550111076050","1990","WI",,,,,,,,,,,,"99","Sauk","111","Spring Green town","76050","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000115351","0000004732","Spring Green town","A","+43198036","-090103162","43",2.75
"G550111078525","1990","WI",,,,,,,,,,,,"99","Sauk","111","Sumpter town","78525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000097657","0000000273","Sumpter town","A","+43369438","-089772250","43",2.42
"G550111080825","1990","WI",,,,,,,,,,,,"99","Sauk","111","Troy town","80825","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000137653","0000002986","Troy town","A","+43245911","-089921872","43",3.28
"G550111083700","1990","WI",,,,,,,,,,,,"99","Sauk","111","Washington town","83700","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092108","0000000015","Washington town","A","+43423276","-090132095","43",3.19
"G550111085325","1990","WI",,,,,,,,,,,,"99","Sauk","111","West Baraboo village","85325","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001954","0000000000","West Baraboo village","F","+43475933","-089767934","47",2.59
"G550111085625","1990","WI",,,,,,,,,,,,"99","Sauk","111","Westfield town","85625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092593","0000000017","Westfield town","A","+43420004","-090015053","43",3.11
"G550111087775","1990","WI",,,,,,,,,,,,"99","Sauk","111","Winfield town","87775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091800","0000000028","Winfield town","A","+43597902","-090014383","43",3.26
"G550111088150","1990","WI",,,,,,,,,,,,"99","Sauk","111","Wisconsin Dells city","88150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004930","0000000273","Wisconsin Dells city","F","+43625153","-089792340","25",2.44
"G550111088775","1990","WI",,,,,,,,,,,,"99","Sauk","111","Woodland town","88775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093432","0000000245","Woodland town","A","+43599569","-090253586","43",2.98
"G550113005200","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Bass Lake town","05200","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000119041","0000040696","Bass Lake town","A","+45932568","-091450749","43",2.68
"G550113017225","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Couderay village","17225","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002505","0000000044","Couderay village","F","+45796173","-091299163","47",2.30
"G550113017250","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Couderay town","17250","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000172241","0000002098","Couderay town","A","+45804910","-091347126","43",2.64
"G550113020825","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Draper town","20825","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000352530","0000005511","Draper town","A","+45917193","-090812740","43",2.26
"G550113022625","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Edgewater town","22625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000122215","0000013338","Edgewater town","A","+45696978","-091468349","43",2.48
"G550113024700","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Exeland village","24700","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002561","0000000036","Exeland village","F","+45667961","-091240195","47",2.43
"G550113033450","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Hayward city","33450","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000006841","0000000644","Hayward city","F","+46010032","-091480295","25",2.20
"G550113033475","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Hayward town","33475","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000149548","0000016988","Hayward town","A","+45997981","-091401751","43",2.81
"G550113036450","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Hunter town","36450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000134973","0000061798","Hunter town","A","+45935360","-091174184","43",2.43
"G550113043400","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Lenroot town","43400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000211539","0000016280","Lenroot town","A","+46100551","-091434817","43",2.52
"G550113050300","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Meadowbrook town","50300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093130","0000000711","Meadowbrook town","A","+45689653","-091109896","43",2.74
"G550113051425","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Meteor town","51425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089187","0000002116","Meteor town","A","+45685922","-091351046","43",2.18
"G550113059600","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Ojibwa town","59600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000131661","0000001511","Ojibwa town","A","+45838767","-091114081","43",2.53
"G550113066050","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Radisson village","66050","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000000976","0000000000","Radisson village","F","+45768525","-091218728","47",2.58
"G550113066075","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Radisson town","66075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000191987","0000002752","Radisson town","A","+45781946","-091198217","43",2.55
"G550113069750","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Round Lake town","69750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000283091","0000023030","Round Lake town","A","+46026184","-091127838","43",2.35
"G550113071500","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Sand Lake town","71500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000120125","0000013434","Sand Lake town","A","+45831474","-091468879","43",2.44
"G550113075450","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Spider Lake town","75450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000257088","0000024934","Spider Lake town","A","+46120340","-091115257","43",2.28
"G550113085100","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Weirgor town","85100","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087113","0000002291","Weirgor town","A","+45691561","-091246213","43",2.56
"G550113087975","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Winter village","87975","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002070","0000000000","Winter village","F","+45821053","-091012013","47",2.23
"G550113088000","1990","WI",,,,,,,,,,,,"99","Sawyer","113","Winter town","88000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000723994","0000015020","Winter town","A","+45766143","-090884948","43",2.39
"G550115001375","1990","WI",,,,,,,,,,,,"99","Shawano","115","Almon town","01375","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091006","0000000144","Almon town","A","+44894046","-089035479","43",2.73
"G550115001975","1990","WI",,,,,,,,,,,,"99","Shawano","115","Angelica town","01975","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094814","0000000060","Angelica town","A","+44719203","-088310105","43",2.98
"G550115002075","1990","WI",,,,,,,,,,,,"99","Shawano","115","Aniwa village","02075","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005411","0000000097","Aniwa village","F","+45009968","-089208214","47",2.39
"G550115002100","1990","WI",,,,,,,,,,,,"99","Shawano","115","Aniwa town","02100","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000085986","0000000706","Aniwa town","A","+44995613","-089166377","43",3.21
"G550115005000","1990","WI",,,,,,,,,,,,"99","Shawano","115","Bartelme town","05000","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091978","0000000167","Bartelme town","A","+44903674","-088926369","43",2.93
"G550115006275","1990","WI",,,,,,,,,,,,"99","Shawano","115","Belle Plaine town","06275","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000099497","0000002007","Belle Plaine town","A","+44727220","-088667581","43",2.61
"G550115007600","1990","WI",,,,,,,,,,,,"99","Shawano","115","Birnamwood village","07600","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005561","0000000000","Birnamwood village","F","+44931198","-089208528","47",2.42
"G550115007625","1990","WI",,,,,,,,,,,,"99","Shawano","115","Birnamwood town","07625","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000081321","0000000000","Birnamwood town","A","+44889823","-089157625","43",2.95
"G550115008725","1990","WI",,,,,,,,,,,,"99","Shawano","115","Bonduel village","08725","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004342","0000000012","Bonduel village","F","+44741289","-088448352","47",2.53
"G550115009025","1990","WI",,,,,,,,,,,,"99","Shawano","115","Bowler village","09025","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002614","0000000000","Bowler village","F","+44863494","-088982002","47",2.71
"G550115013325","1990","WI",,,,,,,,,,,,"99","Shawano","115","Cecil village","13325","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003559","0000000072","Cecil village","F","+44812334","-088449067","47",2.25
"G550115022975","1990","WI",,,,,,,,,,,,"99","Shawano","115","Eland village","22975","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000005752","0000000000","Eland village","F","+44865841","-089211355","47",3.01
"G550115024775","1990","WI",,,,,,,,,,,,"99","Shawano","115","Fairbanks town","24775","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091174","0000000204","Fairbanks town","A","+44732460","-089045367","43",2.76
"G550115028825","1990","WI",,,,,,,,,,,,"99","Shawano","115","Germania town","28825","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093739","0000000000","Germania town","A","+44723396","-089167009","43",3.01
"G550115030400","1990","WI",,,,,,,,,,,,"99","Shawano","115","Grant town","30400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000095662","0000000382","Grant town","A","+44720982","-088922394","43",3.01
"G550115031500","1990","WI",,,,,,,,,,,,"99","Shawano","115","Green Valley town","31500","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092497","0000000341","Green Valley town","A","+44809297","-088311757","43",2.88
"G550115031675","1990","WI",,,,,,,,,,,,"99","Shawano","115","Gresham village","31675","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002946","0000000263","Gresham village","F","+44848576","-088785948","47",2.35
"G550115033075","1990","WI",,,,,,,,,,,,"99","Shawano","115","Hartland town","33075","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090890","0000000410","Hartland town","A","+44717482","-088427496","43",3.18
"G550115034025","1990","WI",,,,,,,,,,,,"99","Shawano","115","Herman town","34025","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091087","0000000590","Herman town","A","+44808992","-088791591","43",2.97
"G550115036700","1990","WI",,,,,,,,,,,,"99","Shawano","115","Hutchins town","36700","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087034","0000000266","Hutchins town","A","+44990498","-089034742","43",3.06
"G550115043675","1990","WI",,,,,,,,,,,,"99","Shawano","115","Lessor town","43675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093018","0000000565","Lessor town","A","+44638465","-088427445","43",3.21
"G550115048900","1990","WI",,,,,,,,,,,,"99","Shawano","115","Maple Grove town","48900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091708","0000000022","Maple Grove town","A","+44629284","-088309136","43",3.30
"G550115050000","1990","WI",,,,,,,,,,,,"99","Shawano","115","Mattoon village","50000","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003943","0000000000","Mattoon village","F","+45004731","-089042641","47",2.60
"G550115054250","1990","WI",,,,,,,,,,,,"99","Shawano","115","Morris town","54250","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093821","0000000000","Morris town","A","+44809910","-089036388","43",2.70
"G550115055675","1990","WI",,,,,,,,,,,,"99","Shawano","115","Navarino town","55675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091284","0000001294","Navarino town","A","+44636968","-088549001","43",2.87
"G550115061700","1990","WI",,,,,,,,,,,,"99","Shawano","115","Pella town","61700","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094313","0000000895","Pella town","A","+44721635","-088795527","43",2.87
"G550115066750","1990","WI",,,,,,,,,,,,"99","Shawano","115","Red Springs town","66750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092636","0000001820","Red Springs town","A","+44895114","-088788875","43",2.98
"G550115067675","1990","WI",,,,,,,,,,,,"99","Shawano","115","Richmond town","67675","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087134","0000002012","Richmond town","A","+44810612","-088680482","43",2.73
"G550115072550","1990","WI",,,,,,,,,,,,"99","Shawano","115","Seneca town","72550","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094722","0000000222","Seneca town","A","+44814710","-088916116","43",2.78
"G550115072925","1990","WI",,,,,,,,,,,,"99","Shawano","115","Shawano city","72925","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000013466","0000000171","Shawano city","F","+44776548","-088588685","25",2.32
"G550115079825","1990","WI",,,,,,,,,,,,"99","Shawano","115","Tigerton village","79825","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000002339","0000000066","Tigerton village","F","+44740496","-089060904","47",2.45
"G550115083725","1990","WI",,,,,,,,,,,,"99","Shawano","115","Washington town","83725","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091599","0000009374","Washington town","A","+44802347","-088443574","43",2.52
"G550115084225","1990","WI",,,,,,,,,,,,"99","Shawano","115","Waukechon town","84225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092835","0000001295","Waukechon town","A","+44725823","-088551142","43",2.78
"G550115085275","1990","WI",,,,,,,,,,,,"99","Shawano","115","Wescott town","85275","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000059483","0000019845","Wescott town","A","+44818598","-088559037","43",2.44
"G550115088325","1990","WI",,,,,,,,,,,,"99","Shawano","115","Wittenberg village","88325","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003514","0000000000","Wittenberg village","F","+44826576","-089170729","47",2.39
"G550115088350","1990","WI",,,,,,,,,,,,"99","Shawano","115","Wittenberg town","88350","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089069","0000000270","Wittenberg town","A","+44815145","-089172476","43",3.09
"G550117000450","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Adell village","00450","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000001241","0000000017","Adell village","F","+43620788","-087946174","47",2.73
"G550117012825","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Cascade village","12825","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000001923","0000000018","Cascade village","F","+43659415","-088008511","47",2.90
"G550117013475","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Cedar Grove village","13475","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000005299","0000000000","Cedar Grove village","F","+43567072","-087823619","47",2.80
"G550117023275","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Elkhart Lake village","23275","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000002950","0000000000","Elkhart Lake village","F","+43832814","-088014601","47",2.58
"G550117029350","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Glenbeulah village","29350","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000001712","0000000037","Glenbeulah village","F","+43798635","-088046650","47",2.84
"G550117031100","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Greenbush town","31100","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000122155","0000000662","Greenbush town","A","+43777589","-088100939","43",3.02
"G550117034050","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Herman town","34050","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000088564","0000000281","Herman town","A","+43853176","-087861085","43",3.01
"G550117035375","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Holland town","35375","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000108571","0000000035","Holland town","A","+43589552","-087843174","43",3.16
"G550117036025","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Howards Grove village","36025","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000005390","0000000000","Howards Grove village","F","+43829600","-087825919","47",2.92
"G550117040275","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Kohler village","40275","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000013934","0000000291","Kohler village","F","+43735450","-087779039","47",2.79
"G550117044150","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Lima town","44150","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000094764","0000000158","Lima town","A","+43675168","-087862700","43",2.98
"G550117046575","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Lyndon town","46575","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000088496","0000000522","Lyndon town","A","+43674427","-087980029","43",2.89
"G550117053375","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Mitchell town","53375","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000093608","0000000087","Mitchell town","A","+43673935","-088099688","43",2.94
"G550117054475","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Mosel town","54475","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000054751","0000000000","Mosel town","A","+43841277","-087765828","43",2.97
"G550117060100","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Oostburg village","60100","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000002032","0000000000","Oostburg village","F","+43624260","-087797579","47",2.81
"G550117063700","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Plymouth city","63700","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000009256","0000000163","Plymouth city","F","+43747202","-087971950","25",2.44
"G550117063725","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Plymouth town","63725","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000082855","0000000088","Plymouth town","A","+43763339","-087981189","43",3.07
"G550117066200","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Random Lake village","66200","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000003273","0000000846","Random Lake village","F","+43554963","-087956022","47",2.64
"G550117067150","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Rhine town","67150","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000087669","0000002447","Rhine town","A","+43848010","-087981677","43",2.94
"G550117070350","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Russell town","70350","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000059778","0000002705","Russell town","A","+43853665","-088100831","43",3.04
"G550117072350","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Scott town","72350","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000093670","0000000946","Scott town","A","+43583696","-088104061","43",2.98
"G550117072975","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Sheboygan city","72975","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000034264","0000000377","Sheboygan city","F","+43745700","-087730071","25",2.47
"G550117073000","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Sheboygan town","73000","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000029433","0000000098","Sheboygan town","A","+43784904","-087766438","43",2.78
"G550117073025","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Sheboygan Falls city","73025","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000007557","0000000211","Sheboygan Falls city","F","+43729750","-087822624","25",2.54
"G550117073050","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Sheboygan Falls town","73050","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000085929","0000000070","Sheboygan Falls town","A","+43761046","-087858500","43",2.83
"G550117073425","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Sherman town","73425","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000088795","0000000109","Sherman town","A","+43587317","-087981993","43",3.28
"G550117083100","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Waldo village","83100","C5","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000002186","0000000090","Waldo village","F","+43675590","-087946544","47",2.91
"G550117087500","1990","WI",,,,,,,,,,,,"99","Sheboygan","117","Wilson town","87500","T1","3","7620",,,,"9999","2","Wisconsin","55",,,,"0000060310","0000000100","Wilson town","A","+43674403","-087758031","43",2.79
"G550119003900","1990","WI",,,,,,,,,,,,"99","Taylor","119","Aurora town","03900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088559","0000000000","Aurora town","A","+45164280","-090864365","43",3.30
"G550119010400","1990","WI",,,,,,,,,,,,"99","Taylor","119","Browning town","10400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094555","0000000032","Browning town","A","+45166397","-090232352","43",2.92
"G550119014200","1990","WI",,,,,,,,,,,,"99","Taylor","119","Chelsea town","14200","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000104553","0000001371","Chelsea town","A","+45244407","-090368480","43",3.01
"G550119015450","1990","WI",,,,,,,,,,,,"99","Taylor","119","Cleveland town","15450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000087749","0000004685","Cleveland town","A","+45244217","-090726044","43",2.76
"G550119019225","1990","WI",,,,,,,,,,,,"99","Taylor","119","Deer Creek town","19225","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000088523","0000000016","Deer Creek town","A","+45081875","-090262736","43",3.29
"G550119026425","1990","WI",,,,,,,,,,,,"99","Taylor","119","Ford town","26425","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000084867","0000005979","Ford town","A","+45154212","-090732668","43",3.02
"G550119029175","1990","WI",,,,,,,,,,,,"99","Taylor","119","Gilman village","29175","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000006052","0000000000","Gilman village","F","+45166924","-090806878","47",2.28
"G550119029837","1990","WI",,,,,,,,,,,,"99","Taylor","119","Goodrich town","29837","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093963","0000000000","Goodrich town","A","+45156827","-090095395","43",3.17
"G550119031600","1990","WI",,,,,,,,,,,,"99","Taylor","119","Greenwood town","31600","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000140612","0000000124","Greenwood town","A","+45247522","-090186075","43",2.87
"G550119031750","1990","WI",,,,,,,,,,,,"99","Taylor","119","Grover town","31750","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000183012","0000001842","Grover town","A","+45206737","-090617918","43",2.43
"G550119032300","1990","WI",,,,,,,,,,,,"99","Taylor","119","Hammel town","32300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091883","0000000647","Hammel town","A","+45158945","-090487301","43",3.23
"G550119035525","1990","WI",,,,,,,,,,,,"99","Taylor","119","Holway town","35525","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094162","0000000025","Holway town","A","+45080746","-090492925","43",3.66
"G550119038627","1990","WI",,,,,,,,,,,,"99","Taylor","119","Jump River town","38627","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093183","0000000000","Jump River town","A","+45346434","-090741930","43",3.03
"G550119044900","1990","WI",,,,,,,,,,,,"99","Taylor","119","Little Black town","44900","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000090919","0000000025","Little Black town","A","+45077526","-090377928","43",3.13
"G550119046150","1990","WI",,,,,,,,,,,,"99","Taylor","119","Lublin village","46150","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000003929","0000000000","Lublin village","F","+45075175","-090724040","47",2.22
"G550119046925","1990","WI",,,,,,,,,,,,"99","Taylor","119","McKinley town","46925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092592","0000000195","McKinley town","A","+45339718","-090858567","43",3.10
"G550119048925","1990","WI",,,,,,,,,,,,"99","Taylor","119","Maplehurst town","48925","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000093023","0000000052","Maplehurst town","A","+45060288","-090617575","43",2.78
"G550119050425","1990","WI",,,,,,,,,,,,"99","Taylor","119","Medford city","50425","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000008339","0000000070","Medford city","F","+45138647","-090347897","25",2.38
"G550119050450","1990","WI",,,,,,,,,,,,"99","Taylor","119","Medford town","50450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000098160","0000000181","Medford town","A","+45170606","-090366635","43",3.03
"G550119053550","1990","WI",,,,,,,,,,,,"99","Taylor","119","Molitor town","53550","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000091441","0000001716","Molitor town","A","+45254123","-090483206","43",2.65
"G550119062100","1990","WI",,,,,,,,,,,,"99","Taylor","119","Pershing town","62100","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000092399","0000000406","Pershing town","A","+45251461","-090860011","43",2.75
"G550119067275","1990","WI",,,,,,,,,,,,"99","Taylor","119","Rib Lake village","67275","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000004819","0000001213","Rib Lake village","F","+45318869","-090203603","47",2.42
"G550119067300","1990","WI",,,,,,,,,,,,"99","Taylor","119","Rib Lake town","67300","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000191722","0000002195","Rib Lake town","A","+45325876","-090133612","43",2.97
"G550119069400","1990","WI",,,,,,,,,,,,"99","Taylor","119","Roosevelt town","69400","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000089067","0000000334","Roosevelt town","A","+45083642","-090736604","43",2.84
"G550119077100","1990","WI",,,,,,,,,,,,"99","Taylor","119","Stetsonville village","77100","C5","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000001093","0000000000","Stetsonville village","F","+45076445","-090312515","47",2.50
"G550119078950","1990","WI",,,,,,,,,,,,"99","Taylor","119","Taft town","78950","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000094519","0000000341","Taft town","A","+45074310","-090862932","43",3.19
"G550119085450","1990","WI",,,,,,,,,,,,"99","Taylor","119","Westboro town","85450","T1","3","9999",,,,"9999","2","Wisconsin","55",,,,"0000321447","0000003471","Westboro town","A","+45331178","-090463107","43",2.71
